date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:54:10	27154/27154	---M-Z	200	added ('OK')	text/css	etag:%226a12-60e9863e8fa2a-gzip%22	https://uksdc.org/wp-content/uploads/elementor/css/post-4408.css?ver=1704897534	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/elementor/css/post-4408538f.css	(from https://uksdc.org/)
21:54:10	75684/75684	---M-Z	200	added ('OK')	text/css	etag:%22127a4-60e981b68d405-gzip%22	https://uksdc.org/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=1.6.23	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend4a8b.css	(from https://uksdc.org/)
21:54:10	29001/29001	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227b6344c7ec9bac6d77aa1fc8dbd09346%22	https://uksdc.org/feed/	C:/My%20Web%20Sites/xd/uksdc.org/feed/index.html	(from https://uksdc.org/)
21:54:11	10190/10190	---M-Z	200	added ('OK')	text/css	etag:%2227ce-60e98256a9697-gzip%22	https://uksdc.org/wp-content/uploads/elementor/css/post-7284.css?ver=1704896485	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/elementor/css/post-728491a1.css	(from https://uksdc.org/)
21:54:11	121205/121205	---M-Z	200	added ('OK')	text/css	etag:%221d975-5ea45dc497d40-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/css/bootstrap.min.css?ver=6.4.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/css/bootstrap.min1e39.css	(from https://uksdc.org/)
21:54:11	30999/30999	---M-Z	200	added ('OK')	text/css	etag:%227917-60e981b1cbf49-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://uksdc.org/)
21:54:11	6489/6489	---M-Z	200	added ('OK')	text/css	etag:%221959-5ea45dc497d40-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/css/flexslider.css?ver=6.4.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/css/flexslider1e39.css	(from https://uksdc.org/)
21:54:12	98236/98236	---M-Z	200	added ('OK')	text/css	etag:%2217fbc-5ea45dc2af8c0-gzip%22	https://uksdc.org/wp-content/themes/shapely/style.css?ver=6.4.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/style1e39.css	(from https://uksdc.org/)
21:54:12	3356/3356	---M-Z	200	added ('OK')	text/css	etag:%22d1c-5ea45dc3a3b00-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.carousel.min.css?ver=6.4.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.carousel.min1e39.css	(from https://uksdc.org/)
21:54:12	1430/1430	---M-Z	200	added ('OK')	text/css	etag:%22596-5ea45dc3a3b00-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.theme.default.css?ver=6.4.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.theme.default1e39.css	(from https://uksdc.org/)
21:54:13	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-60e981b1cc331-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://uksdc.org/)
21:54:13	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-60e981b1cbb61-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://uksdc.org/)
21:54:13	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-60cc498f89859;5a7c3d55ae6d4	https://uksdc.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/xd/uksdc.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://uksdc.org/)
21:54:13	13577/13577	---M-Z	200	added ('OK')	text/javascript	etag:%223509-60cc498f884d1-gzip%22	https://uksdc.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/xd/uksdc.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://uksdc.org/)
21:54:14	230388/230388	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2020:54:40%20GMT	https://uksdc.org/wp-json/	C:/My%20Web%20Sites/xd/uksdc.org/wp-json/index.html	(from https://uksdc.org/)
21:54:14	62509/62509	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2020:54:41%20GMT	https://uksdc.org/wp-json/wp/v2/pages/4408	C:/My%20Web%20Sites/xd/uksdc.org/wp-json/wp/v2/pages/4408.json	(from https://uksdc.org/)
21:54:14	4523/4523	---MCZ	403	error ('Forbidden')	text/html	date:Wed,%2010%20Jan%202024%2020:54:41%20GMT	https://uksdc.org/xmlrpc.php?rsd	C:/My%20Web%20Sites/xd/uksdc.org/xmlrpc0db0.php	(from https://uksdc.org/)
21:54:15	2349/2349	---MCZ	200	added ('OK')	application/json	date:Wed,%2010%20Jan%202024%2020:54:41%20GMT	https://uksdc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fuksdc.org%2F	C:/My%20Web%20Sites/xd/uksdc.org/wp-json/oembed/1.0/embedb578.json	(from https://uksdc.org/)
21:54:15	2525/2525	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Jan%202024%2020:54:41%20GMT	https://uksdc.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fuksdc.org%2F&format=xml	C:/My%20Web%20Sites/xd/uksdc.org/wp-json/oembed/1.0/embed5cf9	(from https://uksdc.org/)
21:54:15	1985/1985	---M--	200	added ('OK')	image/png	etag:%227c1-5ac5b426d1600%22	https://uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-32x32.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-32x32.png	(from https://uksdc.org/)
21:54:15	14358/14358	---M--	200	added ('OK')	image/png	etag:%223816-5ac5b426d1600%22	https://uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-192x192.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-192x192.png	(from https://uksdc.org/)
21:54:15	13356/13356	---M--	200	added ('OK')	image/png	etag:%22342c-5ac5b426d1600%22	https://uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-180x180.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/cropped-UKSDC-Background-Black-on-White-180x180.png	(from https://uksdc.org/)
21:54:16	16480/16480	---M--	200	added ('OK')	image/png	etag:%224060-5af3157a14b80%22	https://uksdc.org/wp-content/uploads/cropped-UKSDC-Full-2-Colour-Red-on-Black-300x239.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/cropped-UKSDC-Full-2-Colour-Red-on-Black-300x239.png	(from https://uksdc.org/)
21:54:17	62704/62704	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:43%20GMT	https://uksdc.org/competition-overview-2/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/index.html	(from https://uksdc.org/)
21:54:17	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2020:54:43%20GMT	https://uksdc.org/competition-resources/subcontractors	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/subcontractors	(from https://uksdc.org/)
21:54:17	7819/7819	---M--	200	added ('OK')	image/png	etag:%221e8b-5777dce945c00%22	https://uksdc.org/wp-content/uploads/SDCA-2-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/SDCA-2-150x150.png	(from https://uksdc.org/)
21:54:17	27633/27633	---M--	200	added ('OK')	image/png	etag:%226bf1-5777dce575300%22	https://uksdc.org/wp-content/uploads/arssdc_logo-2-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/arssdc_logo-2-150x150.png	(from https://uksdc.org/)
21:54:18	58550/58550	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:44%20GMT	https://uksdc.org/competition-overview-2/what-to-expect/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/what-to-expect/index.html	(from https://uksdc.org/)
21:54:18	24571/24571	---M--	200	added ('OK')	image/png	etag:%225ffb-5d63ea7cb7ac0%22	https://uksdc.org/wp-content/uploads/imageedit_1_3467371976-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/imageedit_1_3467371976-150x150.png	(from https://uksdc.org/)
21:54:18	57765/57765	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:44%20GMT	https://uksdc.org/competition-overview-2/what-to-bring/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/what-to-bring/index.html	(from https://uksdc.org/)
21:54:18	8130/8130	---M--	200	added ('OK')	image/png	etag:%221fc2-5777dce75d780%22	https://uksdc.org/wp-content/uploads/eusdcLogo-square-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/eusdcLogo-square-150x150.png	(from https://uksdc.org/)
21:54:18	63197/63197	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:45%20GMT	https://uksdc.org/competition-overview-2/how-your-company-works/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/how-your-company-works/index.html	(from https://uksdc.org/)
21:54:18	20448/20448	---M--	200	added ('OK')	image/png	etag:%224fe0-5d63ea7422680%22	https://uksdc.org/wp-content/uploads/imageedit_1_2159133669-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/imageedit_1_2159133669-150x150.png	(from https://uksdc.org/)
21:54:19	63702/63702	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:45%20GMT	https://uksdc.org/competition-resources/settlements/faqs/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/settlements/faqs/index.html	(from https://uksdc.org/)
21:54:19	15322/15322	---M--	200	added ('OK')	image/png	etag:%223bda-5d63ebc3d3e80%22	https://uksdc.org/wp-content/uploads/imageedit_1_2060560406.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/imageedit_1_2060560406.png	(from https://uksdc.org/)
21:54:19	88157/88157	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:45%20GMT	https://uksdc.org/competition-overview-2/rfp-sections/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/rfp-sections/index.html	(from https://uksdc.org/)
21:54:19	55131/55131	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:46%20GMT	https://uksdc.org/compete/	C:/My%20Web%20Sites/xd/uksdc.org/compete/index.html	(from https://uksdc.org/)
21:54:19	55526/55526	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:46%20GMT	https://uksdc.org/compete/registration/	C:/My%20Web%20Sites/xd/uksdc.org/compete/registration/index.html	(from https://uksdc.org/)
21:54:20	41348/41348	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2020:54:46%20GMT	https://uksdc.org/uksdc.org	C:/My%20Web%20Sites/xd/uksdc.org/uksdc.org	(from https://uksdc.org/)
21:54:20	66210/66210	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:47%20GMT	https://uksdc.org/compete/regional-and-digital-heats/	C:/My%20Web%20Sites/xd/uksdc.org/compete/regional-and-digital-heats/index.html	(from https://uksdc.org/)
21:54:21	61705/61705	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:47%20GMT	https://uksdc.org/competition-resources/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/index.html	(from https://uksdc.org/)
21:54:21	49863/49863	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:47%20GMT	https://uksdc.org/compete/national-final/	C:/My%20Web%20Sites/xd/uksdc.org/compete/national-final/index.html	(from https://uksdc.org/)
21:54:21	11910/11910	---M--	200	added ('OK')	image/png	etag:%222e86-608f01c1eb5ee%22	https://uksdc.org/wp-content/uploads/token_4-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/token_4-150x150.png	(from https://uksdc.org/)
21:54:21	59942/59942	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:48%20GMT	https://uksdc.org/competition-resources/prime-contractors/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/prime-contractors/index.html	(from https://uksdc.org/)
21:54:22	59666/59666	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:48%20GMT	https://uksdc.org/competition-resources/subcontractors/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/subcontractors/index.html	(from https://uksdc.org/)
21:54:22	9497/9497	---M--	200	added ('OK')	image/png	etag:%222519-577e080553240%22	https://uksdc.org/wp-content/uploads/gchallengeLogo-square-1024x1024-150x150.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/gchallengeLogo-square-1024x1024-150x150.png	(from https://uksdc.org/)
21:54:22	56721/56721	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:49%20GMT	https://uksdc.org/competition-resources/the-foundation-society/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/the-foundation-society/index.html	(from https://uksdc.org/)
21:54:23	46846/46846	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:49%20GMT	https://uksdc.org/newsletter/	C:/My%20Web%20Sites/xd/uksdc.org/newsletter/index.html	(from https://uksdc.org/)
21:54:23	44290/44290	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:49%20GMT	https://uksdc.org/sign-up-form/	C:/My%20Web%20Sites/xd/uksdc.org/sign-up-form/index.html	(from https://uksdc.org/)
21:54:23	2093/2093	---M--	200	added ('OK')	image/png	etag:%2282d-5777dd32b4940%22	https://uksdc.org/wp-content/uploads/ISSDC-2.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/ISSDC-2.png	(from https://uksdc.org/)
21:54:23	90145/90145	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:49%20GMT	https://uksdc.org/competition-resources/settlements/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/settlements/index.html	(from https://uksdc.org/)
21:54:23	55183/55183	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:50%20GMT	https://uksdc.org/competition-overview-2/contact-us/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/contact-us/index.html	(from https://uksdc.org/)
21:54:24	6472/6472	---M--	200	added ('OK')	image/jpeg	etag:%221948-5671837b46ac0%22	https://uksdc.org/wp-content/uploads/gsdc-150x150.jpg	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/gsdc-150x150.jpg	(from https://uksdc.org/)
21:54:24	111859/111859	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:50%20GMT	https://uksdc.org/blog/	C:/My%20Web%20Sites/xd/uksdc.org/blog/index.html	(from https://uksdc.org/)
21:54:24	47940/47940	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:50%20GMT	https://uksdc.org/volunteer/	C:/My%20Web%20Sites/xd/uksdc.org/volunteer/index.html	(from https://uksdc.org/)
21:54:24	54260/54260	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:50%20GMT	https://uksdc.org/volunteer-handbook/	C:/My%20Web%20Sites/xd/uksdc.org/volunteer-handbook/index.html	(from https://uksdc.org/)
21:54:24	73239/73239	---M--	200	added ('OK')	image/png	etag:%2211e17-5af317ed99400%22	https://uksdc.org/wp-content/uploads/dangoor-education-1024x504.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/dangoor-education-1024x504.png	(from https://uksdc.org/)
21:54:25	3200/3200	---M--	200	added ('OK')	image/png	etag:%22c80-5af317ef81880%22	https://uksdc.org/wp-content/uploads/garfield-weston-foundation.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/garfield-weston-foundation.png	(from https://uksdc.org/)
21:54:25	59039/59039	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:51%20GMT	https://uksdc.org/support-us/	C:/My%20Web%20Sites/xd/uksdc.org/support-us/index.html	(from https://uksdc.org/)
21:54:25	62735/62735	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:51%20GMT	https://uksdc.org/competition-overview-2/supporters/	C:/My%20Web%20Sites/xd/uksdc.org/competition-overview-2/supporters/index.html	(from https://uksdc.org/)
21:54:26	57178/57178	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:52%20GMT	https://uksdc.org/uk-space-agency-article-by-jeremy-curtis/	C:/My%20Web%20Sites/xd/uksdc.org/uk-space-agency-article-by-jeremy-curtis/index.html	(from https://uksdc.org/)
21:54:26	68625/68625	---M--	200	added ('OK')	image/png	etag:%2210c11-5af317f075ac0%22	https://uksdc.org/wp-content/uploads/uk-space-agency.png	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/uk-space-agency.png	(from https://uksdc.org/)
21:54:26	131200/131200	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:52%20GMT	https://uksdc.org/constructivism-how-we-think-and-learn/	C:/My%20Web%20Sites/xd/uksdc.org/constructivism-how-we-think-and-learn/index.html	(from https://uksdc.org/)
21:54:26	4606/4606	---M--	200	added ('OK')	image/jpeg	etag:%2211fe-5f7b4987c2500%22	https://uksdc.org/wp-content/uploads/SSE2F_WhiteBG-150x150.jpg	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/SSE2F_WhiteBG-150x150.jpg	(from https://uksdc.org/)
21:54:26	51177/51177	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Jan%202024%2020:54:53%20GMT	https://uksdc.org/competition-resources/settlements/a-lasting-legacy/	C:/My%20Web%20Sites/xd/uksdc.org/competition-resources/settlements/a-lasting-legacy/index.html	(from https://uksdc.org/)
21:54:27	41348/41348	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Jan%202024%2020:54:53%20GMT	https://uksdc.org/about/	C:/My%20Web%20Sites/xd/uksdc.org/about/index.html	(from https://uksdc.org/)
21:54:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2020:54:53%20GMT	https://uksdc.org/about/team/	C:/My%20Web%20Sites/xd/uksdc.org/about/team/index.html	(from https://uksdc.org/)
21:54:27	752408/752408	---M--	200	added ('OK')	application/pdf	etag:%22b7b18-608ebb2a12e29%22	https://uksdc.org/wp-content/uploads/Privacy-statement.docx.pdf	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/uploads/Privacy-statement.docx.pdf	(from https://uksdc.org/)
21:54:28	814/814	---M-Z	200	added ('OK')	text/javascript	etag:%2232e-5ea45dc497d40-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/skip-link-focus-fix.js?ver=20160115	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/skip-link-focus-fix146f.js	(from https://uksdc.org/)
21:54:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2020:54:54%20GMT	https://uksdc.org/about/supporters/	C:/My%20Web%20Sites/xd/uksdc.org/about/supporters/index.html	(from https://uksdc.org/)
21:54:28	23093/23093	---M-Z	200	added ('OK')	text/javascript	etag:%225a35-5ea45dc497d40-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/flexslider.min.js?ver=20160222	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/flexslider.min03f7.js	(from https://uksdc.org/)
21:54:28	44348/44348	---M-Z	200	added ('OK')	text/javascript	etag:%22ad3c-5ea45dc3a3b00-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.carousel.min.js?ver=20160115	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/owl-carousel/owl.carousel.min146f.js	(from https://uksdc.org/)
21:54:28	5520/5520	---M-Z	200	added ('OK')	text/javascript	etag:%221590-60cc498f930b1-gzip%22	https://uksdc.org/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/xd/uksdc.org/wp-includes/js/imagesloaded.minbb93.js	(from https://uksdc.org/)
21:54:29	17094/17094	---M-Z	200	added ('OK')	text/javascript	etag:%2242c6-5ea45dc497d40-gzip%22	https://uksdc.org/wp-content/themes/shapely/assets/js/shapely-scripts.js?ver=20180423	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/themes/shapely/assets/js/shapely-scriptsdaf1.js	(from https://uksdc.org/)
21:54:29	1489/1489	---M-Z	200	added ('OK')	text/javascript	etag:%225d1-60e981bd07f52-gzip%22	https://uksdc.org/wp-content/plugins/kali-forms/public/assets/submissions/frontend/js/kaliforms-submissions.js?ver=2.3.37	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/kali-forms/public/assets/submissions/frontend/js/kaliforms-submissions1d57.js	(from https://uksdc.org/)
21:54:29	4997/4997	---M-Z	200	added ('OK')	text/javascript	etag:%221385-60e981b1bd100-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.18.3	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/js/webpack.runtime.minf3b2.js	(from https://uksdc.org/)
21:54:30	60173/60173	---M-Z	200	added ('OK')	text/javascript	etag:%22eb0d-60e981b1a7d27-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.18.3	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/js/frontend-modules.minf3b2.js	(from https://uksdc.org/)
21:54:30	12198/12198	---M-Z	200	added ('OK')	text/javascript	etag:%222fa6-60e981b2137d3-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://uksdc.org/)
21:54:31	21438/21438	---M-Z	200	added ('OK')	text/javascript	etag:%2253be-60cc498f8a7f9-gzip%22	https://uksdc.org/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/xd/uksdc.org/wp-includes/js/jquery/ui/core.min3f14.js	(from https://uksdc.org/)
21:54:34	40436/40436	---M-Z	200	added ('OK')	text/javascript	etag:%229df4-60e981b1a793f-gzip%22	https://uksdc.org/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.18.3	C:/My%20Web%20Sites/xd/uksdc.org/wp-content/plugins/elementor/assets/js/frontend.minf3b2.js	(from https://uksdc.org/)
21:54:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2020:55:01%20GMT	https://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	C:/My%20Web%20Sites/xd/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.38.delayed	(from https://uksdc.org/)
21:54:35	46665/46665	---M-Z	200	added ('OK')	text/javascript	etag:%228e70743bdf9b3d3adbb26471c84a006c%22	https://img1.wsimg.com/signals/js/clients/tccl/tccl.min.js	C:/My%20Web%20Sites/xd/img1.wsimg.com/signals/js/clients/tccl/tccl.min.js	(from https://uksdc.org/)
21:54:35	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Jan%202024%2020:55:02%20GMT	https://img1.wsimg.com/traffic-assets/js/tccl-tti.min.js	C:/My%20Web%20Sites/xd/img1.wsimg.com/traffic-assets/js/tccl-tti.min.js	(from https://uksdc.org/)
